,ic,ev,label
chr12_f_c73543,72,0,NO
chr12_f_c73548,64,0,NO
chr12_f_c73578,78,0,NO
chr12_f_c73762,731,0,NO
chr12_f_c73817,73,0,NO
chr12_f_c73846,87,0,NO
chr12_f_c73917,57,0,NO
chr12_f_c74055,94,1386,YES
chr12_f_c74147,319,0,NO
chr12_f_c74488,49,0,NO
chr12_f_c74576,58,0,NO
chr12_f_c7477,48,0,NO
chr12_f_c7483,171,0,NO
chr12_f_c75160,80,0,NO
chr12_f_c75326,74,0,NO
chr12_f_c75425,109,0,NO
chr12_f_c75477,73,0,NO
chr12_f_c7553,83,1,NO
chr12_f_c76167,179,0,NO
chr12_f_c76227,55,0,NO
chr12_f_c76238,184,1,NO
chr12_f_c76291,190,9,NO
chr12_f_c76341,284,0,NO
chr12_f_c76453,93,2,NO
chr12_f_c76473,72,0,NO
chr12_f_c76556,53,0,NO
chr12_f_c76571,146,0,NO
chr12_f_c7685,226,4,NO
chr12_f_c76896,151,2,NO
chr12_f_c77008,108,0,NO
chr12_f_c77490,57,0,NO
chr12_f_c77549,270,1,NO
chr12_f_c77633,47,0,NO
chr12_f_c77789,167,0,NO
chr12_f_c77792,127,0,NO
chr12_f_c78003,98,0,NO
chr12_f_c78126,60,83,YES
chr12_f_c78218,53,0,NO
chr12_f_c78246,52,11,NO
chr12_f_c78288,81,0,NO
chr12_f_c79214,50,3,NO
chr12_f_c79399,837,0,NO
chr12_f_c79787,49,0,NO
chr12_f_c80298,1096,96,YES
chr12_f_c80333,130,0,NO
chr12_f_c80640,90,3,NO
chr12_f_c80828,112,1,NO
chr12_f_c8097,186,0,NO
chr12_f_c81190,47,6,NO
chr12_f_c8124,193,3,NO
chr12_f_c81289,805,0,NO
chr12_f_c81360,509,2,NO
chr12_f_c81484,57,0,NO
chr12_f_c81574,126,0,NO
chr12_f_c81584,51,0,NO
chr12_f_c81850,101,0,NO
chr12_f_c82121,63,0,NO
chr12_f_c8222,68,0,NO
chr12_f_c82276,140,0,NO
chr12_f_c82325,63,0,NO
chr12_f_c82367,67,0,NO
chr12_f_c82652,48,4,NO
chr12_f_c82668,563,1,NO
chr12_f_c8268,65,0,NO
chr12_f_c82959,11529,318,YES
chr12_f_c8305,76,43,YES
chr12_f_c83307,59,0,NO
chr12_f_c83392,356,5,NO
chr12_f_c83720,66,1,NO
chr12_f_c83751,53,0,NO
chr12_f_c83938,191,1,NO
chr12_f_c83953,118,1,NO
chr12_f_c84074,92,2,NO
chr12_f_c84148,314,0,NO
chr12_f_c84545,62,0,NO
chr12_f_c84585,159,0,NO
chr12_f_c84598,63,0,NO
chr12_f_c84995,201,0,NO
chr12_f_c85070,361,0,NO
chr12_f_c85511,57,1,NO
chr12_f_c85541,87,198,YES
chr12_f_c85725,55,0,NO
chr12_f_c85934,94,1,NO
chr12_f_c85974,6581,1,NO
chr12_f_c86045,112,0,NO
chr12_f_c86096,59,2,NO
chr12_f_c86211,132,1,NO
chr12_f_c86287,811,1,NO
chr12_f_c86638,190,0,NO
chr12_f_c86722,8186,470,YES
chr12_f_c86730,66,1,NO
chr12_f_c86770,791,0,NO
chr12_f_c87112,61,0,NO
chr12_f_c87284,290,0,NO
chr12_f_c87793,225,0,NO
chr12_f_c88088,302,0,NO
chr12_f_c88362,50,0,NO
chr12_f_c88768,608,1,NO
chr12_f_c88896,284,0,NO
chr12_f_c89043,91,0,NO
chr12_f_c89096,183,1,NO
chr12_f_c89144,562,7,NO
chr12_f_c89169,79,0,NO
chr12_f_c89177,74,0,NO
chr12_f_c89883,356,42,YES
chr12_f_c9025,66,0,NO
chr12_f_c9372,62,6,NO
chr12_f_c9708,74,0,NO
chr12_f_c9723,338,0,NO
chr12_f_c9738,80,0,NO
chr12_f_c989,62,2,NO
chr12_r_c10271,50,0,NO
chr12_r_c10293,93,3,NO
chr12_r_c10351,128,5,NO
chr12_r_c10443,207,0,NO
chr12_r_c1057,670,0,NO
chr12_r_c11061,48,0,NO
chr12_r_c11085,49,5,NO
chr12_r_c11086,208,1,NO
chr12_r_c11170,64,0,NO
chr12_r_c11592,1542,0,NO
chr12_r_c11595,181,0,NO
chr12_r_c11818,49,0,NO
chr12_r_c11861,191,0,NO
chr12_r_c12151,47,0,NO
chr12_r_c12233,411,0,NO
chr12_r_c12341,88,1,NO
chr12_r_c1246,114,1,NO
chr12_r_c12803,733,0,NO
chr12_r_c12804,127,0,NO
chr12_r_c13093,96,10,NO
chr12_r_c13118,69,0,NO
chr12_r_c13298,438,0,NO
chr12_r_c13460,233,33,YES
chr12_r_c13513,143,0,NO
chr12_r_c13713,1183,17,NO
chr12_r_c13739,275,5,NO
chr12_r_c13799,758,10,NO
chr12_r_c14025,700,0,NO
chr12_r_c14155,80,3,NO
chr12_r_c14286,47,0,NO
chr12_r_c14422,63,0,NO
chr12_r_c15079,80,0,NO
chr12_r_c15171,104,0,NO
chr12_r_c15330,47,1,NO
chr12_r_c15455,104,0,NO
chr12_r_c15457,69,0,NO
chr12_r_c15703,91,7,NO
chr12_r_c1581,118,1,NO
chr12_r_c15955,663,16,NO
chr12_r_c16097,70,4,NO
chr12_r_c16416,1116,8,NO
chr12_r_c16425,48,13,NO
chr12_r_c16471,54,0,NO
chr12_r_c16501,499,1,NO
chr12_r_c16505,47,0,NO
chr12_r_c16555,70,0,NO
chr12_r_c16563,256,1,NO
chr12_r_c16672,47,1,NO
chr12_r_c16679,79,1,NO
chr12_r_c16698,55,0,NO
chr12_r_c16712,48,0,NO
chr12_r_c16732,109,0,NO
chr12_r_c16826,139,0,NO
chr12_r_c16987,137,0,NO
chr12_r_c17041,60,0,NO
chr12_r_c17155,51,0,NO
chr12_r_c17257,64,0,NO
chr12_r_c17573,61,0,NO
chr12_r_c1764,367,2,NO
chr12_r_c17824,119,1,NO
chr12_r_c17902,56,1,NO
chr12_r_c17941,92,0,NO
chr12_r_c18241,68,8,NO
chr12_r_c18249,141,0,NO
chr12_r_c18409,55,0,NO
chr12_r_c1841,1633,5,NO
chr12_r_c18717,48,5,NO
chr12_r_c18794,69,0,NO
chr12_r_c18851,53,0,NO
chr12_r_c19086,57,0,NO
chr12_r_c19554,2327,16,NO
chr12_r_c19776,51,2,NO
chr12_r_c19993,797,6,NO
chr12_r_c20098,262,8,NO
chr12_r_c20382,615,11,NO
chr12_r_c20662,48,0,NO
chr12_r_c20723,127,21,YES
chr12_r_c20937,51,0,NO
chr12_r_c21109,50,1,NO
chr12_r_c21144,57,0,NO
chr12_r_c21215,79,1,NO
chr12_r_c21540,131,33,YES
chr12_r_c21543,167,40,YES
chr12_r_c21712,619,259,YES
chr12_r_c21732,697,7,NO
chr12_r_c21799,442,0,NO
chr12_r_c22065,524,10,NO
chr12_r_c22284,17090,146,YES
chr12_r_c22349,566,0,NO
chr12_r_c22423,72,0,NO
chr12_r_c22514,70,0,NO
chr12_r_c22628,67,0,NO
chr12_r_c22981,109,1,NO
chr12_r_c23033,118,0,NO
chr12_r_c23129,313,0,NO
chr12_r_c23158,66,0,NO
chr12_r_c23654,842,23,YES
chr12_r_c23688,57,0,NO
chr12_r_c23751,57,0,NO
chr12_r_c23914,90,0,NO
chr12_r_c24172,78,1,NO
chr12_r_c24262,86,0,NO
chr12_r_c24487,427,0,NO
chr12_r_c24622,51,0,NO
chr12_r_c24955,72,0,NO
chr12_r_c25019,51,0,NO
chr12_r_c25095,87,0,NO
chr12_r_c25363,64,1,NO
chr12_r_c25510,4716,189,YES
chr12_r_c25598,386,0,NO
chr12_r_c25706,157,2,NO
chr12_r_c25841,70,0,NO
chr12_r_c25869,178,0,NO
chr12_r_c26204,70,0,NO
chr12_r_c2621,57,0,NO
chr12_r_c26212,77,0,NO
chr12_r_c26389,77,0,NO
chr12_r_c26457,103,1,NO
chr12_r_c26460,101,0,NO
chr12_r_c26521,168,0,NO
chr12_r_c26575,56,1,NO
chr12_r_c26815,241,2,NO
chr12_r_c27298,52,1,NO
chr12_r_c27459,64,1,NO
chr12_r_c27797,68,0,NO
chr12_r_c2795,83,1,NO
chr12_r_c28156,631,10,NO
chr12_r_c28295,985,8,NO
chr12_r_c28301,890,0,NO
chr12_r_c28314,575,3,NO
chr12_r_c28491,211,0,NO
chr12_r_c28791,8178,433,YES
chr12_r_c29302,59,0,NO
chr12_r_c29343,69,0,NO
chr12_r_c29349,485,25,YES
chr12_r_c29532,181,7,NO
chr12_r_c29610,417,0,NO
chr12_r_c29838,122,0,NO
chr12_r_c2989,105,3,NO
chr12_r_c30392,144,0,NO
chr12_r_c30580,54,13,NO
chr12_r_c3061,66,0,NO
chr12_r_c30623,1396,2,NO
chr12_r_c3088,119,0,NO
chr12_r_c30962,1225,5891,YES
chr12_r_c30992,58,0,NO
chr12_r_c31878,99,0,NO
chr12_r_c31953,136,411,YES
chr12_r_c32107,347,12,NO
chr12_r_c3261,93,0,NO
chr12_r_c32644,163,0,NO
chr12_r_c33062,68,0,NO
chr12_r_c3324,54,436,YES
chr12_r_c33298,423,0,NO
chr12_r_c3333,47,0,NO
chr12_r_c33505,55,0,NO
chr12_r_c33687,54,0,NO
chr12_r_c33688,264,0,NO
chr12_r_c33754,119,2,NO
chr12_r_c33925,63,0,NO
chr12_r_c34076,95,2,NO
chr12_r_c34126,56,0,NO
chr12_r_c34136,71,1,NO
chr12_r_c34241,116,2,NO
chr12_r_c34348,257,13,NO
chr12_r_c34366,82,0,NO
chr12_r_c34412,122,0,NO
chr12_r_c3592,50,0,NO
chr12_r_c35938,68,0,NO
chr12_r_c3606,100,83,YES
chr12_r_c3640,59,0,NO
chr12_r_c36826,64,1,NO
chr12_r_c37506,75,0,NO
chr12_r_c3753,97,1,NO
chr12_r_c37692,49,1,NO
chr12_r_c37754,3489,33,YES
chr12_r_c37762,4667,20,NO
chr12_r_c38207,51,0,NO
chr12_r_c38913,150,1,NO
chr12_r_c38914,240,0,NO
chr12_r_c39063,60,0,NO
chr12_r_c39072,72,0,NO
chr12_r_c39120,142,62,YES
chr12_r_c39388,48365,1570,YES
chr12_r_c39474,2879,27,YES
chr12_r_c3949,64,0,NO
chr12_r_c39799,172,0,NO
chr12_r_c39852,101,0,NO
chr12_r_c3986,51,7,NO
chr12_r_c4015,85,0,NO
chr12_r_c40153,59,0,NO
chr12_r_c40186,53,0,NO
chr12_r_c40188,49,0,NO
chr12_r_c40391,70,1,NO
chr12_r_c40515,64,0,NO
chr12_r_c40585,135,0,NO
chr12_r_c41025,92,4,NO
chr12_r_c41520,61,0,NO
chr12_r_c41635,86,1,NO
chr12_r_c41662,149,0,NO
chr12_r_c4205,1921,0,NO
chr12_r_c42313,539,0,NO
chr12_r_c42549,80,0,NO
chr12_r_c42551,54,0,NO
chr12_r_c42877,63,0,NO
chr12_r_c4293,117,28,YES
chr12_r_c43544,62,1,NO
chr12_r_c43657,1979,0,NO
chr12_r_c43709,492,0,NO
chr12_r_c43944,196,0,NO
chr12_r_c4406,182,0,NO
chr12_r_c44214,163,28,YES
chr12_r_c44323,92,14,NO
chr12_r_c44333,147,2,NO
chr12_r_c44484,1165,1,NO
chr12_r_c4469,85,1,NO
chr12_r_c44716,246,0,NO
chr12_r_c44790,411,11,NO
chr12_r_c45111,76,0,NO
chr12_r_c4512,152,1,NO
chr12_r_c45172,545,0,NO
chr12_r_c45175,2156,11,NO
chr12_r_c45272,350,0,NO
chr12_r_c45276,62,0,NO
chr12_r_c45293,295,0,NO
chr12_r_c45389,68,0,NO
chr12_r_c45500,63,0,NO
chr12_r_c45532,201,12,NO
chr12_r_c45666,61,2,NO
chr12_r_c4567,73,0,NO
chr12_r_c45785,483,19,NO
chr12_r_c45850,66,0,NO
chr12_r_c45930,174,0,NO
chr12_r_c46064,148,0,NO
chr12_r_c46191,50,0,NO
chr12_r_c46285,72,0,NO
chr12_r_c46541,47,0,NO
chr12_r_c46622,55,2,NO
chr12_r_c46796,105,1,NO
chr12_r_c47341,135,1,NO
chr12_r_c47351,774,0,NO
chr12_r_c47381,112,0,NO
chr12_r_c47386,124,1,NO
chr12_r_c47414,657,3,NO
chr12_r_c47481,372,1,NO
chr12_r_c47574,98,0,NO
chr12_r_c47679,267,0,NO
chr12_r_c47697,271,237,YES
chr12_r_c47802,143,0,NO
chr12_r_c47992,88,0,NO
chr12_r_c48203,98,0,NO
chr12_r_c48437,59,0,NO
chr12_r_c48440,170,1,NO
chr12_r_c48446,165,1,NO
chr12_r_c48448,63,15,NO
chr12_r_c48449,72,9,NO
chr12_r_c48581,64,0,NO
chr12_r_c48739,60,1,NO
chr12_r_c49010,195,2,NO
chr12_r_c49017,102,0,NO
chr12_r_c49155,60,0,NO
chr12_r_c49210,63,0,NO
chr12_r_c49258,94,0,NO
chr12_r_c50095,184,1,NO
chr12_r_c5019,61,2,NO
chr12_r_c50256,95,0,NO
chr12_r_c50548,73,0,NO
chr12_r_c50682,56,3,NO
chr12_r_c51064,107,0,NO
chr12_r_c51065,358,1,NO
chr12_r_c5120,77,0,NO
chr12_r_c51212,80,0,NO
chr12_r_c51331,276,1,NO
chr12_r_c51343,522,1,NO
chr12_r_c51344,101,0,NO
chr12_r_c51439,840,4,NO
chr12_r_c51616,119,2,NO
chr12_r_c51648,89,8,NO
chr12_r_c52195,48,0,NO
chr12_r_c52199,173,0,NO
chr12_r_c52424,836,5,NO
chr12_r_c52440,80,0,NO
chr12_r_c52450,47,0,NO
chr12_r_c52467,65,2,NO
chr12_r_c52475,323,0,NO
chr12_r_c52601,372,0,NO
chr12_r_c5268,256,0,NO
chr12_r_c52871,2102,2,NO
chr12_r_c53109,55,0,NO
chr12_r_c53331,55,0,NO
chr12_r_c5340,68,2,NO
chr12_r_c53434,179,0,NO
chr12_r_c53526,191,0,NO
chr12_r_c53554,1049,6,NO
chr12_r_c5364,391,0,NO
chr12_r_c53748,109,0,NO
chr12_r_c54228,882,2,NO
chr12_r_c54308,167,0,NO
chr12_r_c54440,72,0,NO
chr12_r_c54543,47,7,NO
chr12_r_c54550,193,2,NO
chr12_r_c54634,85,0,NO
chr12_r_c54647,75,0,NO
chr12_r_c55225,197,5,NO
chr12_r_c55281,103,0,NO
chr12_r_c55507,118,0,NO
chr12_r_c55614,247,1,NO
chr12_r_c55641,58,0,NO
chr12_r_c5574,71,0,NO
chr12_r_c5592,2744,13,NO
chr12_r_c55948,102,0,NO
chr12_r_c56074,84,8,NO
chr12_r_c56121,136,2,NO
chr12_r_c56422,108,0,NO
chr12_r_c56429,85,0,NO
chr12_r_c56525,90,0,NO
chr12_r_c56640,74,0,NO
chr12_r_c56715,62,0,NO
chr12_r_c56910,84,0,NO
chr12_r_c57369,170,0,NO
chr12_r_c57470,154,943,YES
chr12_r_c57786,54,0,NO
chr12_r_c58219,72,0,NO
chr12_r_c58283,48,1,NO
chr12_r_c58355,383,1,NO
chr12_r_c58630,166,0,NO
chr12_r_c58654,219,0,NO
chr12_r_c58662,57,0,NO
chr12_r_c58694,59,0,NO
chr12_r_c58818,192,0,NO
chr12_r_c58970,52,0,NO
chr12_r_c59027,189,27,YES
chr12_r_c59306,1203,81,YES
chr12_r_c59363,61,0,NO
chr12_r_c59409,58,0,NO
chr12_r_c5942,101,1,NO
chr12_r_c59605,77,1,NO
chr12_r_c59637,62,97,YES
chr12_r_c59651,4273,3,NO
chr12_r_c59859,72,0,NO
chr12_r_c59888,2326,6,NO
chr12_r_c60132,82,89,YES
chr12_r_c60302,52,0,NO
chr12_r_c60451,167,0,NO
chr12_r_c60576,430,0,NO
chr12_r_c60582,47,0,NO
chr12_r_c61242,198,0,NO
chr12_r_c61495,412,0,NO
chr12_r_c61547,52,0,NO
chr12_r_c61555,376,11,NO
chr12_r_c61947,73,0,NO
chr12_r_c62075,153,6,NO
chr12_r_c62091,280,0,NO
chr12_r_c62192,227,0,NO
chr12_r_c62208,91,98,YES
chr12_r_c62257,70,0,NO
chr12_r_c62310,289,0,NO
chr12_r_c62467,91,0,NO
chr12_r_c62814,104,0,NO
chr12_r_c62834,163,4,NO
chr12_r_c63054,113,0,NO
chr12_r_c6350,51,2,NO
chr12_r_c63548,110,0,NO
chr12_r_c63585,52,0,NO
chr12_r_c63596,87,1,NO
chr12_r_c63599,123,1,NO
chr12_r_c63724,291,0,NO
chr12_r_c63952,118,2,NO
chr12_r_c63992,138,187,YES
chr12_r_c64008,116,644,YES
chr12_r_c64076,47,0,NO
chr12_r_c6423,801,10,NO
chr12_r_c64542,52,2,NO
chr12_r_c64811,100,0,NO
chr12_r_c65016,319,2,NO
chr12_r_c65040,347,2,NO
chr12_r_c65240,77,0,NO
chr12_r_c65388,49,0,NO
chr12_r_c65644,50,0,NO
chr12_r_c6583,81,0,NO
chr12_r_c65877,172,0,NO
chr12_r_c65883,61,23,YES
chr12_r_c6596,130,0,NO
chr12_r_c66101,72,0,NO
chr12_r_c66327,79,0,NO
chr12_r_c66534,482,4,NO
chr12_r_c66606,59,0,NO
chr12_r_c66721,183,8,NO
chr12_r_c66797,91,0,NO
chr12_r_c66931,66,0,NO
chr12_r_c66973,66,0,NO
chr12_r_c6700,54,0,NO
chr12_r_c67193,235,6,NO
chr12_r_c67664,56,0,NO
chr12_r_c68116,96,4,NO
chr12_r_c68197,61,2,NO
chr12_r_c6843,91,0,NO
chr12_r_c68504,200,0,NO
chr12_r_c68631,844,13,NO
chr12_r_c68827,173,0,NO
chr12_r_c69122,76,14,NO
chr12_r_c6913,440,0,NO
chr12_r_c69221,47,1,NO
chr12_r_c69422,114,2,NO
chr12_r_c69551,73,5,NO
chr12_r_c69960,263,11,NO
chr12_r_c69991,53,0,NO
chr12_r_c7003,227,0,NO
chr12_r_c70417,113,0,NO
chr12_r_c70502,65,3,NO
chr12_r_c70577,74,5,NO
chr12_r_c70736,269,2,NO
chr12_r_c71103,109,0,NO
chr12_r_c71147,110,0,NO
chr12_r_c71230,169,29,YES
chr12_r_c71262,66,0,NO
chr12_r_c71430,66,1,NO
chr12_r_c71596,97,2,NO
chr12_r_c71679,81,1,NO
chr12_r_c71749,219,3,NO
chr12_r_c72065,342,13,NO
chr12_r_c72120,94,0,NO
chr12_r_c72208,309,0,NO
chr12_r_c72244,109,0,NO
chr12_r_c72294,51,0,NO
chr12_r_c72406,157,0,NO
chr12_r_c72463,229,0,NO
chr12_r_c72649,79,0,NO
chr12_r_c72679,466,11,NO
chr12_r_c72736,155,0,NO
chr12_r_c72747,54,0,NO
chr12_r_c72772,250,0,NO
chr12_r_c72841,71,2,NO
chr12_r_c72865,68,0,NO
chr12_r_c73205,92,2,NO
chr12_r_c73237,1928,5,NO
chr12_r_c73244,120,0,NO
chr12_r_c73385,287,0,NO
chr12_r_c73394,90,0,NO
chr12_r_c73470,51,0,NO
chr12_r_c73554,147,1,NO
chr12_r_c74177,96,0,NO
chr12_r_c74614,123,1,NO
chr12_r_c74621,79,3,NO
chr12_r_c74820,112,1,NO
chr12_r_c75261,93,0,NO
chr12_r_c75379,98,0,NO
chr12_r_c75462,306,0,NO
chr12_r_c75482,96,0,NO
chr12_r_c75692,105,0,NO
chr12_r_c75838,173,1,NO
chr12_r_c75845,445,1,NO
chr12_r_c76258,549,0,NO
chr12_r_c76346,263,0,NO
chr12_r_c76440,62,0,NO
chr12_r_c76645,59,0,NO
chr12_r_c76649,59,0,NO
chr12_r_c76685,212,0,NO
chr12_r_c76904,175,0,NO
chr12_r_c76926,113,5,NO
chr12_r_c7706,83,0,NO
chr12_r_c77100,417,0,NO
chr12_r_c77207,23696,87,YES
chr12_r_c77215,25026,59,YES
chr12_r_c77451,562,40,YES
chr12_r_c77765,110,2,NO
chr12_r_c77822,96,0,NO
chr12_r_c77824,149,0,NO
chr12_r_c77913,387,0,NO
chr12_r_c77919,69,0,NO
chr12_r_c7793,139,0,NO
chr12_r_c77940,68,0,NO
chr12_r_c78391,50,0,NO
chr12_r_c78535,293,0,NO
chr12_r_c78570,117,0,NO
chr12_r_c79681,141,0,NO
chr12_r_c79913,78,0,NO
chr12_r_c79944,50,0,NO
chr12_r_c79962,115,0,NO
chr12_r_c80003,133,0,NO
chr12_r_c80248,176,0,NO
chr12_r_c80268,47,0,NO
chr12_r_c80346,67,0,NO
chr12_r_c80396,127,186,YES
chr12_r_c80546,100,0,NO
chr12_r_c80585,358,847,YES
chr12_r_c81000,59,0,NO
chr12_r_c81022,54,0,NO
chr12_r_c81173,96,5,NO
chr12_r_c81771,150,0,NO
chr12_r_c81944,163,0,NO
chr12_r_c81994,730,2,NO
chr12_r_c82185,276,0,NO
chr12_r_c82209,89,1,NO
chr12_r_c8233,88,0,NO
chr12_r_c82508,47,1,NO
chr12_r_c82545,100,2,NO
chr12_r_c82592,539,1,NO
chr12_r_c83029,52,0,NO
chr12_r_c83050,618,4,NO
chr12_r_c8307,49,1,NO
chr12_r_c83184,7667,319,YES
chr12_r_c83193,13534,711,YES
chr12_r_c83198,2204,9,NO
chr12_r_c83219,16539,828,YES
chr12_r_c83506,681,4,NO
chr12_r_c83960,55,0,NO
chr12_r_c83965,52,0,NO
chr12_r_c8406,106,7,NO
chr12_r_c8408,69,2,NO
chr12_r_c84196,92,2,NO
chr12_r_c84234,68,0,NO
chr12_r_c84243,73,0,NO
chr12_r_c84253,131,1,NO
chr12_r_c84254,187,5,NO
chr12_r_c84279,55,0,NO
chr12_r_c84388,69,0,NO
chr12_r_c84390,91,0,NO
chr12_r_c84426,52,1,NO
chr12_r_c84477,3565,352,YES
chr12_r_c84483,473,114,YES
chr12_r_c84647,475,0,NO
chr12_r_c84763,169,0,NO
chr12_r_c84786,75,0,NO
chr12_r_c84902,64,11,NO
chr12_r_c84951,62,0,NO
chr12_r_c85006,63,0,NO
chr12_r_c85063,179,196,YES
chr12_r_c85474,71,0,NO
chr12_r_c85589,52,0,NO
chr12_r_c85605,59,0,NO
chr12_r_c85744,59,0,NO
chr12_r_c85761,91,0,NO
chr12_r_c85924,62,0,NO
chr12_r_c8594,132,6,NO
chr12_r_c86024,89,660,YES
chr12_r_c8606,51,0,NO
chr12_r_c86173,88,0,NO
chr12_r_c86400,49,0,NO
chr12_r_c86401,117,1,NO
chr12_r_c8650,74,0,NO
chr12_r_c86500,60,0,NO
chr12_r_c86618,148,0,NO
chr12_r_c86972,94,2,NO
chr12_r_c8705,310,0,NO
chr12_r_c87050,200,0,NO
chr12_r_c87208,65,229,YES
chr12_r_c87271,63,0,NO
chr12_r_c87652,63,0,NO
chr12_r_c87817,60,126,YES
chr12_r_c87821,91,8,NO
chr12_r_c88016,192,3,NO
chr12_r_c8802,48,0,NO
chr12_r_c88080,84,0,NO
chr12_r_c8817,378,0,NO
chr12_r_c88242,69,116,YES
chr12_r_c88272,92,0,NO
chr12_r_c88277,60,2,NO
chr12_r_c8829,126,0,NO
chr12_r_c8865,66,0,NO
chr12_r_c88687,146,1,NO
chr12_r_c89039,82,1,NO
chr12_r_c89174,47,0,NO
chr12_r_c89558,92,0,NO
chr12_r_c8966,71,0,NO
chr12_r_c89773,74,5,NO
chr12_r_c89812,74,0,NO
chr12_r_c89955,174,1,NO
chr12_r_c89998,98,8,NO
chr12_r_c9020,176,0,NO
chr12_r_c9061,329,0,NO
chr12_r_c9167,58,0,NO
chr12_r_c9177,221,0,NO
chr12_r_c9431,1976,0,NO
chr12_r_c9569,51,2,NO
chr12_r_c9584,47,0,NO
chr12_r_c993,56,0,NO
chr13_f_c10049,49,0,NO
chr13_f_c10138,165,0,NO
chr13_f_c10249,61,0,NO
chr13_f_c10373,54,2,NO
chr13_f_c10447,70,0,NO
chr13_f_c10576,465,0,NO
chr13_f_c10693,394,0,NO
chr13_f_c10694,56,0,NO
chr13_f_c10775,101,0,NO
chr13_f_c10779,79,0,NO
chr13_f_c11075,112,1,NO
chr13_f_c11193,1840,0,NO
chr13_f_c11216,112,0,NO
chr13_f_c11503,80,0,NO
chr13_f_c11528,91,0,NO
chr13_f_c11585,1074,0,NO
chr13_f_c11618,120,1,NO
chr13_f_c11696,122,0,NO
chr13_f_c11925,199,4,NO
chr13_f_c11976,293,1,NO
chr13_f_c12016,48,0,NO
chr13_f_c1205,161,0,NO
chr13_f_c12225,263,0,NO
chr13_f_c12398,288,0,NO
chr13_f_c12444,162,0,NO
chr13_f_c12496,445,0,NO
chr13_f_c12685,2147,2,NO
chr13_f_c12708,159,0,NO
chr13_f_c1274,248,0,NO
chr13_f_c12752,52,7,NO
chr13_f_c1308,12975,1,NO
chr13_f_c13181,48,12,NO
chr13_f_c13414,50,0,NO
chr13_f_c13496,255,0,NO
chr13_f_c13616,575,0,NO
chr13_f_c14113,105,13,NO
chr13_f_c14488,376,17,NO
chr13_f_c14752,135,0,NO
chr13_f_c14805,60,0,NO
chr13_f_c14861,196,0,NO
chr13_f_c15010,2330,0,NO
chr13_f_c15268,48,0,NO
chr13_f_c15432,155,0,NO
chr13_f_c15521,48,1,NO
chr13_f_c15524,69,0,NO
chr13_f_c15661,1260,0,NO
chr13_f_c16263,55,0,NO
chr13_f_c1630,53,1,NO
chr13_f_c16456,140,1,NO
chr13_f_c16617,449,17,NO
chr13_f_c16697,156,10,NO
chr13_f_c16727,59,6,NO
chr13_f_c17292,63,0,NO
chr13_f_c17340,1908,66,YES
chr13_f_c17480,133,0,NO
chr13_f_c17532,196,0,NO
chr13_f_c17725,136,2,NO
chr13_f_c17736,92,0,NO
chr13_f_c18101,214,0,NO
chr13_f_c18131,161,0,NO
chr13_f_c18256,159,0,NO
chr13_f_c18282,336,0,NO
chr13_f_c18395,288,1,NO
chr13_f_c1847,99,3,NO
chr13_f_c1856,162,1,NO
chr13_f_c1881,439,280,YES
chr13_f_c18822,69,0,NO
chr13_f_c18852,522,1,NO
chr13_f_c19066,48,1,NO
chr13_f_c19208,64,0,NO
chr13_f_c1922,838,0,NO
chr13_f_c19261,1859,67,YES
chr13_f_c1962,52,1,NO
chr13_f_c20210,54,0,NO
chr13_f_c20322,49,0,NO
chr13_f_c2041,188,933,YES
chr13_f_c20551,91,0,NO
chr13_f_c20617,129,0,NO
chr13_f_c20807,304,0,NO
chr13_f_c21044,113,0,NO
chr13_f_c21529,122,68,YES
chr13_f_c21530,61,20,NO
chr13_f_c21729,186,0,NO
chr13_f_c21901,56,0,NO
chr13_f_c22002,64,12,NO
chr13_f_c22169,70,0,NO
chr13_f_c2221,223,0,NO
chr13_f_c22238,67,0,NO
chr13_f_c22247,78,3,NO
chr13_f_c22301,54,0,NO
chr13_f_c2250,161,0,NO
chr13_f_c22697,228,0,NO
chr13_f_c2275,68,0,NO
chr13_f_c22775,456,6,NO
chr13_f_c22828,138,0,NO
chr13_f_c22868,85,0,NO
chr13_f_c22873,63,0,NO
chr13_f_c22878,1758,0,NO
chr13_f_c22956,98,0,NO
chr13_f_c2300,137,0,NO
chr13_f_c23007,47,0,NO
chr13_f_c23104,561,0,NO
chr13_f_c23217,109,3,NO
chr13_f_c23258,126,15,NO
chr13_f_c23568,74,0,NO
chr13_f_c236,53,1,NO
chr13_f_c23826,222,1,NO
chr13_f_c24230,50,0,NO
chr13_f_c24262,63,0,NO
chr13_f_c24437,54,0,NO
chr13_f_c24488,285,1,NO
chr13_f_c24654,223,1,NO
chr13_f_c24715,54,2,NO
chr13_f_c24864,262,0,NO
chr13_f_c24915,49,0,NO
chr13_f_c24972,58,1,NO
chr13_f_c25054,61,0,NO
chr13_f_c25077,105,1,NO
chr13_f_c25175,73,0,NO
chr13_f_c25217,97,0,NO
chr13_f_c2522,366,0,NO
chr13_f_c25589,50,0,NO
chr13_f_c25609,77,0,NO
chr13_f_c25615,52,0,NO
chr13_f_c25631,62,3,NO
chr13_f_c25738,80,0,NO
chr13_f_c25840,134,0,NO
chr13_f_c25872,259,3,NO
chr13_f_c26098,96,0,NO
chr13_f_c26322,95,1,NO
chr13_f_c26413,170,0,NO
chr13_f_c2642,83,0,NO
